"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42759328","10.1016/j.sbi.2026.103378","Molecular simulations of chromatin-associated biomolecular condensates.","Maristany, M Julia; Russell, Kieran; Perez Lopez, Ignacio; Huertas, Jan; Collepardo-Guevara, Rosana","Current opinion in structural biology","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42759328/","Biomolecular condensates are central to nuclear organisation, and molecular simulations have most advanced our understanding of the molecular interactions that drive their formation and phase behaviour. Coarse-grained, physicochemically specific models are now able to reproduce phase diagrams, material properties, and sequence-phase space relationships with quantitative accuracy for intrinsically disordered proteins, but capturing condensates as they exist in the nucleus demands additional ingredients: explicit ionic environments, post-translational modification grammars, chromatin architecture as an explicit component, and nonequilibrium dynamics driven by active processes."
"pubmed","42758369","10.1007/s10571-026-01808-5","Using Brain Organoids to Explore Human Neurobiology.","Marei, Hany E; Hasan, Anwarul","Cellular and molecular neurobiology","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42758369/","One of the major challenges in neuroscience is understanding how the human brain develops into a highly organized and functionally integrated organ, because many developmental processes cannot be investigated directly in humans and are not fully recapitulated in animal models. Brain organoids derived from human pluripotent stem cells have emerged as powerful three-dimensional (3D) experimental models that recapitulate key features of human neurodevelopment, including regional patterning, cellular diversification, and neural circuit assembly. Recent advances in long-term organoid culture, organoid bioengineering, vascularization, assembloid technology, transplantation, multi-omics, and artificial intelligence have substantially expanded the applications of brain organoids to investigate human neurodevelopment, model neurological disorders, support drug discovery, and advance therapeutic development. Integration of single-cell and spatial multi-omics with computational approaches has enabled robust molecular benchmarking, assessment of developmental fidelity, and evaluation of organoid reproducibility, facilitating direct comparison with primary human fetal brain tissue. However, current organoid systems remain limited owing to incomplete cellular and tissue complexity, inter-organoid variability, limited vascularization, limited functional maturation, and incomplete physiological integration. Continued advances in tissue engineering, computational biology, and standardized differentiation protocols are expected to enhance the biological fidelity and translational utility of brain organoids for basic and translational neuroscience, as well as mechanistic and translational research."
"pubmed","42758136","10.1093/bioinformatics/btag696","Regulatory-prior-guided attention preserves biological structure during unpaired single-cell RNA-ATAC integration.","Cheng, Zhenglong; Zhang, Jiao; Zhang, Shixiong","Bioinformatics (Oxford, England)","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42758136/","MOTIVATION: Single-cell RNA sequencing and single-cell ATAC sequencing provide complementary views of transcriptional output and chromatin regulatory potential, but integrating unpaired profiles remains challenging because the modalities differ in feature space, sparsity and noise. Existing approaches often frame integration as distribution matching, which can over-align biologically distinct, condition-specific or modality-specific cell states. We present scHPGT, a single-cell Heterogeneous Prior-Guided Transformer for regulatory-prior-guided integration of unpaired RNA and chromatin accessibility profiles. scHPGT uses modality-specific encoders to model RNA and ATAC signals, a prior-guided cross-modal Transformer to constrain gene-peak attention using regulatory links, and a domain-adversarial objective to reduce modality-specific discrepancies in a shared latent space. RESULTS: Across PBMC3k, mouse spleen, CITE-seq/ASAP-seq PBMC and PBMC10k benchmarks, scHPGT improves clustering agreement, label transfer and biological structure preservation while maintaining effective modality alignment. In partial-overlap and condition-shift settings, scHPGT aligns shared populations without forcing unmatched or condition-specific states into inappropriate correspondence. Attention-derived links recover regulatory relationships, highlight marker-gene regulatory regions, recover transcription factor programs and produce regulatory activity profiles consistent with cell-type-specific transcriptional programs. AVAILABILITY AND IMPLEMENTATION: Code and datasets are released at https://github.com/zlCreator/scHPGT. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online."
"pubmed","42757766","10.1093/biomtc/ujag154","A tree-based kernel for densities and its applications in clustering DNase-seq profiles.","Xu, Yuliang; Luo, Kaixuan; Ma, Li","Biometrics","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42757766/","Modeling multiple sampling densities within a hierarchical framework enables borrowing of information across samples. These ""density random effects"" can act as kernels in latent variable models to represent exchangeable subgroups or clusters. A key feature of these kernels is the (functional) covariance they induce, which determines how densities are grouped in mixture models. Our motivating problem is clustering chromatin accessibility profiles from high-throughput DNase-seq experiments to detect transcription factor (TF) binding. TF binding typically produces footprint profiles with spatial patterns, creating long-range dependency across genomic locations. Existing nonparametric hierarchical models impose restrictive covariance assumptions and cannot accommodate such dependencies, often leading to biologically uninformative clusters. We propose a nonparametric density kernel that is flexible enough to capture diverse covariance structures and adapts to various spatial patterns of TF footprints. The kernel specifies dyadic tree splitting probabilities via a multivariate logit-normal model with a sparse precision matrix. Bayesian inference for latent variable models using this kernel is implemented through Gibbs sampling with Polya-Gamma augmentation. Extensive simulations show that our kernel substantially improves clustering accuracy. We apply the proposed mixture model to DNase-seq data from the Encyclopedia of DNA Elements project, which results in biologically meaningful clusters corresponding to binding events of two common TFs."
"pubmed","42755363","10.1093/nar/gkag902","GenoME: a MoE-based generative model for individualized, multimodal prediction and perturbation of genomic profiles.","Wei, Jiachen; Xue, Yue; Chai, Hao; Gao, Yi Qin","Nucleic acids research","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42755363/","The non-coding genome operates through a complex, multiscale regulatory system where regulated gene expressions are closely associated with cell-type-specific histone modifications, transcription factor binding, and 3D conformation. Developing computational models that can integrate these patterns to predict and interpret the regulatory system remains challenging. Here, we present GenoME, a Mixture of Experts (MoE)-based generative model that uses DNA sequence and cell-type-specific ATAC-seq signals to predict a unified genomic profiles encompassing epigenomics, transcriptomics, and chromatin architecture at base-pair to kilobase resolutions. GenoME enables multiscale predictions for held-out genomic regions and, critically, generalizes to predict the full regulatory landscape of unseen or individualized cell types from a single ATAC-seq input. We equip GenoME with an in silico perturbation framework that accurately forecasts the multimodal consequences of genetic perturbations and identifies functional enhancer-promoter connections, outperforming specialized models like Activity-by-Contact. These predictions can also be used to decipher the transcription factor grammar of cell-type-specific enhancers. GenoME thus provides a versatile, all-in-one platform for generative modeling, cross-cell-type generalization, and causal mechanistic investigation of the multiscale regulatory genome."
"pubmed","42754563","10.1038/s41467-026-76404-8","CoxFormer enables spatial omics inference with multimodal generative modeling.","Yang, Yiyang; Liao, Xu; Zhang, Haoyu; Wu, Yida; Jiao, Yuling; Sun, Xiaobo; Wang, Yao; Yu, Tianshu; Liu, Jin","Nature communications","2026-09-18","https://pubmed.ncbi.nlm.nih.gov/42754563/","Gene co-expression maps transcriptome-wide gene-gene relationships, yet high-quality estimates cover less than half the genome. Meanwhile, spatial omics either profiles restricted in situ panels or lacks cellular resolution. Extending co-expression transcriptome-wide could overcome these limitations by inferring unassayed gene expression at subcellular resolution. Here we show that CoxFormer integrates literature-derived gene knowledge with co-expression networks from bulk tissues and large-scale single-cell atlases to learn 512-dimensional representations for 32,016 human genes. These embeddings capture functional gene relationships and serve as a generative prior for spatial inference across platforms and modalities. Without requiring a matched single-cell RNA-sequencing reference, CoxFormer supports four applications beyond measured genes: histology-based expression imputation, gene activity prediction from chromatin accessibility, subcellular super-resolution inference, and pathological region detection. Together, CoxFormer extends gene embedding from gene- and cell-level tasks to whole-transcriptome spatial inference, providing a unified framework for biological analysis beyond the limited gene coverage of current spatial omics technologies."
"pubmed","42754317","10.1016/bs.ctdb.2026.06.007","How advances in chromosome conformation capture (3C) methods are reshaping our understanding of gene regulation in hematopoiesis.","Li, Hangpeng; Denny, Nicholas; Davies, James","Current topics in developmental biology","2026-09-17","https://pubmed.ncbi.nlm.nih.gov/42754317/","The three-dimensional organization of the DNA within the nucleus plays a key role in regulating gene expression. Over the past two decades, advances in chromosome conformation capture (3C) technologies, in tandem with other methods, have shown that the genome forms a complex structure at multiple scales. Early studies identified large-scale structures such as chromosome territories, compartments and topologically associating domains (TADs). As the resolution of 3C techniques has improved, it has become possible to identify contacts between regulatory elements in detail and more recently, it has become possible to define intricate structures within cis-regulatory elements. In this chapter, we review the development of 3C-based methodologies and discuss the strengths and limitations of the different approaches. We examine how these technologies have refined our understanding of genome organization and gene regulation. Recent high-resolution studies reveal that chromatin architecture extends beyond classical domain structures to include nanoscale organization. Integration of 3C data with super-resolution imaging and molecular dynamics simulations supports a model in which genome folding is governed by the biophysical properties of chromatin."
"pubmed","42752674","10.1371/journal.pone.0358440","Computational screening of oncogenic genetic variations in tumor suppressor proteins driving gastric cancer pathogenesis.","Mim, Faria Ferdouse; Sumiya, Taslima Akter; Khanam, Roksana; Akter, Jannati; Arzu, Farhana; Haque, Samia; Miah, Md Roman; Islam, K M Tanjida; Mahmud, Shahin","PloS one","2026-09-17","https://pubmed.ncbi.nlm.nih.gov/42752674/","Gastric cancer (GC) is currently the fifth most common cancer globally, often driven by dysregulation of tumor suppressor pathways. While individual studies on genetic variations of proteins are common, a comprehensive systems-level analysis of proteins regulating GC pathways showing both expression dysregulation and high mutation frequency remains unexplored. Therefore, our study aimed to identify critical genes and their pathogenic variations disrupting the tumor-suppressive capacity of the GC pathway. We employed a deep learning-based graph neural network model to identify genes exhibiting both dysregulated expression and high mutation propensity in GC. Key tumor suppressor proteins (TP53, CDH1, and APC), their genetic variants, and molecular components were subjected to in-depth computational analyses, including evolutionary conservation profiling, biophysical energetics assessment, and unsupervised machine learning for conformational change detection. Variants were validated from the cBioPortal database and patient survival data. Our deep learning model demonstrated exceptional performance (MSE: 0.00482 +/- 0.00023 to 0.07108 +/- 0.00437; R(2): 0.85098 +/- 0.01903 to 0.85899 +/- 0.01987; AUC-ROC: 0.93095 +/- 0.01758 to 0.93309 +/- 0.00725) and identified 1,886 genes exhibiting both differential expression and mutation propensity. Graph neural network analysis revealed TP53 as the most prominent hub gene (47.6% mutation frequency), followed by ERBB2 (8.8%), CDH1 (8.2%), and APC (6.8%). Variants validation from cBioPortal confirmed the association of GC with 36 missense SNPs that critically affect post-translational modification (methylation and phosphorylation) sites and 60 nonsense SNPs. Furthermore, TP53, CDH1, and APC were significantly upregulated in GC tissues and associated with altered patient survival (p < 0.05). The transcription factor EZH2 and miRNA miR-129-5p were identified as key regulatory elements affecting all three tumor suppressors. Additionally, mutations trigger dysregulation of multiple common oncogenes, including CCNE1/2 and FGFR2. This systems-level analysis provides a molecular framework demonstrating how pathogenic variants fundamentally compromise tumor suppressor proteins in GC pathways, leading to the identification of potential biomarkers and precise therapeutic decisions for GC intervention."
"pubmed","42750108","10.1002/advs.77719","Molecular Bases and Genetic Design of Rice Disease Resistance for Optimized Yield and Sustainable Agriculture.","Hou, Xinyue; Cui, Yuanjiang; Ding, Chaoqing; Qian, Qian; Ren, Deyong","Advanced science (Weinheim, Baden-Wurttemberg, Germany)","2026-09-17","https://pubmed.ncbi.nlm.nih.gov/42750108/","Rice diseases continue to undermine yield stability and threaten the sustainability of rice production. The central challenge is therefore not simply to maximize immune activation, but to identify genetic interventions that remain effective across diverse pathogen races and environmental conditions without imposing excessive penalties on growth or yield. Here, we synthesize the molecular basis of rice immunity from a design-oriented perspective. We first examine cell-surface pattern-recognition receptors and intracellular nucleotide-binding leucine-rich repeat receptors, and then assess the shared signaling hubs and defence outputs that connect pathogen perception to antimicrobial responses. Rather than treating these components as equivalent breeding targets, we compare their translational potential according to resistance spectrum, anticipated durability, tunability, pleiotropic risk, and the strength of field evidence. We further discuss breeding strategies based on receptor engineering, editing of susceptibility genes and cis-regulatory elements, post-translational motif engineering, pathogen-inducible and upstream open reading frame-mediated regulation, resistance-gene stacking and artificial intelligence-assisted prediction. We argue that rational resistance design in rice should move beyond constitutive immune activation toward allele-specific, quantitative, spatially restricted and infection-responsive regulation. Integrating mechanistic insights with precision genome editing, accelerated breeding and responsible deployment offers a practical route to durable, yield-compatible disease resistance while reducing dependence on chemical control."
"pubmed","42749759","10.1038/s41388-026-03978-4","JNK acts as a molecular brake of the CDC73 positive feedback loop to modulate osteosarcoma malignant progression via UBR5.","Li, Dingji; Wang, Xinchen; Luo, Huigen; Tu, Hua; Hao, Lili; Lei, IoHong; Hu, Renjie; Zheng, Pengchao; Shi, Yuhan; Sun, Jianbo; Zhu, Minying; Guan, Chengnong; Xu, Baoshan","Oncogene","2026-09-17","https://pubmed.ncbi.nlm.nih.gov/42749759/","CDC73 is a well-characterized tumor suppressor regulated by stress stimuli, governing progression of diverse human malignancies. Although previous studies have shown that E3 ubiquitin ligase UBR5 drives CDC73 ubiquitination and degradation to modulate tumorigenesis, the mechanisms by which stress-responsive pathways regulate UBR5-mediated CDC73 inactivation and transcriptional reprogramming remain elusive. Here, via integrated analyses of public datasets, multi-omics profiling (assay for transposase-accessible chromatin with sequencing [ATAC-seq], cleavage under targets and tagmentation [CUT&Tag], mRNA sequencing [mRNA-seq]), in vitro/in vivo assays, and molecular approaches including co-immunoprecipitation (Co-IP) and molecular docking, we demonstrate that UBR5 depletion profoundly alters chromatin accessibility and genome-wide transcriptional profiles in a CDC73-dependent manner. UBR5 ablation markedly suppresses osteosarcoma malignant phenotypes in cultured cells and xenograft models, with these effects fully rescued by concurrent CDC73 silencing. Mechanistically, we identify the JNK cascade as the critical upstream regulator: JNK activation sustains CDC73 stability by antagonizing UBR5-mediated CDC73 polyubiquitination, and map Lys257 as the key residue for UBR5-dependent CDC73 ubiquitination and degradation. Collectively, our findings define a novel JNK-dependent UBR5-CDC73 axis that acts as a molecular brake of the CDC73 positive feedback loop to orchestrate transcriptional programs, providing new mechanistic insights into CDC73 post-translational regulation in tumorigenesis and promising therapeutic targets for CDC73-dysregulated diseases."
