"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42724581","10.3389/fonc.2026.1919279","Epigenetic profiling of circulating cell-free DNA for early detection and minimal residual disease assessment in lung cancer: a focus on DNA methylation.","Bazan Russo, Tancredi Didier; Gristina, Valerio; Delcuratolo, Marco Donatello; Tamburi, Leonardo; Delli Muti, Francesco; Mangiacotti, Filomena; Mujacic, Clarissa; Fanale, Daniele; Galvano, Antonio; Gori, Stefania; Incorvaia, Lorena; Giordano, Antonio; Pepe, Francesco; Malapelle, Umberto; Russo, Antonio; Muscarella, Lucia Anna; Fabrizio, Federico Pio","Frontiers in oncology","2026-09-11","https://pubmed.ncbi.nlm.nih.gov/42724581/","Lung Cancer (LC) continues to be the biggest cause of cancer-related deaths around the world, mostly because of delayed diagnosis. Even if tissue biopsies and circulating tumor DNA (ctDNA) tests have revolutionized clinical management of LC patients, their effectiveness is restricted in settings with lower tumor burden, molecular heterogeneity, and bias in sampling approaches. In this scenario, the epigenetic profiling of cell-free DNA (cfDNA) stands out as a promising, less invasive approach, accurately detect cancer traces. Evidence from stage I-II disease and CT-detected pulmonary nodules supports the diagnostic potential of cfDNA methylation, although further validation in prospective screening cohorts remains necessary. Beyond genomic alterations, cfDNA epigenetic changes, including DNA methylation, chromatin organization, nucleosome positioning, and fragmentation patterns, reflect multi-dimensional complexity of tumor biology. These properties convey both the functional status and the origin of the circulating DNA fragments, accelerating for tumor integrating genomic analysis. Within this group, DNA methylation is the biologically robust and clinically well-established epigenetic marker, as alterations in methylation linked to cancer often occur in the early stages of tumorigenesis and are commonly found across different cancer cell types. Here, we explored the biological and clinical relevance of the epigenetic landscape of cfDNA in LC patients, particularly focusing on DNA methylation-based biomarkers and their evolving applications towards early diagnosis and post-surgical monitoring of minimal residual disease (MRD). We aimed to comprehensively overview analytical approaches for cfDNA methylation analysis, including targeted and genome-wide profiling strategies, and discuss their integration with machine learning (ML) and multi-omics frameworks in order to improve diagnostic performance and clinical applicability in LC management."
"pubmed","42723633","10.1093/bioinformatics/btag456","Genomic language model for predicting enhancers and their allele-specific activity in the human genome.","Sathian, R; Dutta, P; Ay, F; Davuluri, R V","Bioinformatics (Oxford, England)","2026-09-11","https://pubmed.ncbi.nlm.nih.gov/42723633/","MOTIVATION: Predicting and deciphering the regulatory logic of enhancers remains a significant challenge due to their complex sequence features and the absence of consistent genetic or epigenetic signatures that distinguish them from other genomic regions. Existing machine learning methods capture nucleotide composition but often fail to model sequence context effectively. RESULTS: We present DNABERT-Enhancer, a novel enhancer prediction method, by applying DNABERT pre-trained language model on the human genome. Using ENCODE registry of candidate cis-regulatory elements (cCREs), we curated a benchmark dataset, consisting of 21,926 enhancers of 201 bp length and 46,159 enhancers of 350 bp length, as positive instances. The best fine-tuned model achieved 88.05% accuracy and a Matthews correlation coefficient of 76% on an independent dataset. Genome-wide application identified 1,684,595 enhancer regions covering 26.65% of the human genome. By performing integrative analyses with DNABERT-based transcription factor models, we identify 2,681 statistically significant loss-of-function and 1,917 gain-of-function enhancer variants, which respectively alter the function of 1,623 and 1,247 ENCODE-cCRE enhancers. Similarly, we identify 4,057 candidate de novo enhancers, created by 5,464 gain-of-function variants. These genome-wide enhancer annotations and candidate genetic variants predicted by DNABERT-Enhancer provide valuable resources for genome interpretation in functional and clinical genomics studies. AVAILABILITY: DNABERT-Enhancer is freely available at https://github.com/DavuluriLab/DNABERT-Enhancer; Trained model predictions can be explored interactively via the web application at https://dnabert-enhancer-datarepo.streamlit.app/. The fine-tuned models are archived and citable through Zenodo (https://doi.org/10.5281/zenodo.19157566). SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online."
"pubmed","42717245","10.1038/s41556-026-02040-5","The periphery of nuclear speckles defines a spatially and temporally regulated compartment of long-lived intron-retained RNAs that resolves during mitosis.","Biayna, Josep; Baranovskii, Artem; Chaudhuri, Anusha; Paladin, Marta; Erdem, Berkay; Keller, Luise-Elektra; Barutcu, A Rasim; Dimmeler, Stefanie; Marsico, Annalisa; Dumbovic, Gabrijela","Nature cell biology","2026-09-10","https://pubmed.ncbi.nlm.nih.gov/42717245/","RNA localization adds a fundamental layer to gene expression by determining when and where translation-ready mRNAs become available, yet how this timing is coordinated with nuclear architecture and cell-cycle progression remains unclear. Here we identify a subnuclear RNA niche at the nuclear speckle periphery that couples intron retention to cell-cycle-timed RNA release. Using compartment-resolved transcriptional inhibition, sequence-based deep learning and single-molecule and super-resolution RNA imaging in human pluripotent stem cells, we define a class of nuclear RNAs with long-lived retained introns that persist for hours and are enriched in transcripts encoding regulators of genome maintenance and mitosis, including centromere and kinetochore assembly, DNA repair and telomere maintenance. Long-lived retained introns exhibit elevated GC content, predicted structural stability and enrichment for nuclear speckle-associated RNA-binding proteins. In interphase, these RNAs localize to a distinct nuclear speckle-peripheral RNA niche in a spatial arrangement conserved across cell types. During mitotic remodelling, they undergo coordinated, kinase-dependent splicing and are released into the cytoplasm of early G1 daughter cells. Together, these findings link cis-encoded intronic features, subnuclear organization and mitotic remodelling to temporal control of RNA fate."
"pubmed","42717197","10.1038/s41467-026-76567-4","Towards efficient perturbation for the noncoding genome.","Zhang, Han; Luo, Shijie; Wang, Xiaofeng; Lin, Liquan; Liang, Ruipu; Zhong, Chunge; Zhang, Yunhan; Zhao, Wenchang; Chen, Zhisong; Liu, Xiaoya; Gao, Yunyan; Chen, Feng; Sun, Ning; Huang, Jialiang; Fei, Teng","Nature communications","2026-09-10","https://pubmed.ncbi.nlm.nih.gov/42717197/","Deciphering the functionality of the noncoding genome, which includes important cis-regulatory elements (CREs) and transcribed noncoding RNA genes, remains technically challenging. Here, using massively parallel genetic screening, we systematically benchmark the performance of five representative loss-of-function perturbation tools, including single-guide RNA (gRNA) mediated SpCas9 cleavage or CRISPR interference, and paired gRNA (pgRNA) involved dual-SpCas9, Big Papi (paired SpCas9 and SaCas9) or dual-enAsCas12a fragment deletion methods, in decoding the roles of the noncoding genome. For targeting CREs such as enhancers, dual-SpCas9 outperforms other methods with superior efficiency in destroying functional genomic regions. For perturbing noncoding RNA genes, in addition to dual-SpCas9, other RNA-targeting methods such as RNA interference are recommended to discriminate transcript-dependent or -independent roles. A deep learning model, DeepDC, with an associated web server, is built to facilitate optimal dual-SpCas9 pgRNA design for efficiently deleting a genomic fragment. Together, our work provides practical guidance on selecting appropriate loss-of-function tools to resolve the functional complexity of the noncoding genome."
"pubmed","42713681","10.1111/cge.70246","A Novel De Novo STAG1 Variant at the RAD21 Binding Interface Is Associated With Hypoglycemia, Recurrent Fever, Immunodeficiency and Features of Classical Cohesinopathies.","Hussain, Hafiz Muhammad Jafar; Zimmermann, Michael; Safgren, Stephanie L; Farris, Joseph D; Panwar, Deepak; Thurman, Sarah Allen; Muthusamy, Karthik; Urrutia, Raul; Wick, Myra J; E Vairo, Filippo Pinto; Klee, Eric W","Clinical genetics","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42713681/","The cohesin complex, composed of SMC1, SMC3, RAD21, and STAG1/STAG2, is essential for chromosome cohesion, DNA repair, and transcriptional regulation. Pathogenic variants in cohesin components cause cohesinopathies. The classical characteristics of cohesinopathies include developmental delay (DD), intellectual disability (ID), feeding difficulties, hypotonia, short stature, hearing loss, and dysmorphic features. Here, we present a 5-year-old boy with classical cohesinopathy features, including DD/ID and feeding difficulties, along with non-classical features such as hypoglycemia, recurrent fever, and immunodeficiency. Trio exome sequencing identified a novel de novo missense variant of uncertain significance (NM_005862.3:c.643G>A(p.Val215Ile)) in the STAG1 gene. The variant localizes to the RAD21 interaction interface, and molecular dynamics (MD) simulations revealed conformational changes comparable to other STAG1 variants reported as likely pathogenic in patients, supporting a deleterious effect which may disrupt the STAG1-RAD21 interaction interface. This case expands the phenotypic and molecular spectrum of STAG1-related cohesinopathy and advances our understanding of the disease mechanism."
"pubmed","42713011","10.1093/nargab/lqag103","LAMBDA: a prophage detection benchmark for genomic language models.","Lindsey, LeAnn M; Pershing, Nicole L; Dufault-Thompson, Keith; Gwak, Ho-Jin; Habib, Anisa; Schindler, Aaron; Rakheja, Arjun; Round, June L; Stephens, W Zac; Blaschke, Anne J; Sundar, Hari; Jiang, Xiaofang","NAR genomics and bioinformatics","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42713011/","Transformer-based genomic sequence models represent an emerging frontier in computational biology. Yet, their embeddings have not yet shown the same level of predictive power as natural and protein language models, highlighting a gap between current implementations and theoretical promise. Existing benchmarks for DNA language models primarily focus on classifying regulatory elements in eukaryotic genomes, leaving open the fundamental question of whether these models learn sequence-level features across whole genomes. We introduce LAMBDA, a benchmark designed to rigorously evaluate genome language model embeddings through phage-bacteria sequence discrimination across four categories of increasing complexity: probing tasks, fine-tuning assessments, diagnostic tests, and genome-wide prophage detection. Our comprehensive analysis of current genomic language models provides insight into the importance of training data selection relative to model size, the need for domain-specific training, and the capabilities and limitations of genomic language models for detecting prophage sequences. This benchmark represents a challenging genomic annotation task in the bacterial domain and addresses a key computational problem with direct relevance to microbiology and medicine."
"pubmed","42711869","10.1002/advs.202524180","Overcoming Artificial Structures in Resolution-Enhanced Hi-C Data by Signal Decomposition and Multi-Scale Attention.","Li, Qinyao; Li, Kelly Yichen; Nicoletti, Chiara; Tsui, Stephen Kwok-Wing; Puri, Pier Lorenzo; Cao, Qin; Yip, Kevin Y","Advanced science (Weinheim, Baden-Wurttemberg, Germany)","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42711869/","Computational enhancement is an important strategy for inferring high-resolution features from genome-wide chromosome conformation capture (Hi-C) data, which typically have limited resolution. Deep learning has been highly successful in this task but we show that it creates prevalent artificial structures in the enhanced data due to the need to divide the large contact matrix into small patches. In addition, previous deep learning methods largely focus on local patterns, which cannot fully capture the complexity of Hi-C data. Here we propose Smooth, High-resolution, and Accurate Reconstruction of Patterns (SHARP) for enhancing Hi-C data. It uses the novel approach of decomposing the data into three types of signals, due to one-dimensional proximity, contiguous domains, and other fine structures, respectively, and applies deep learning only to the third type of signals, such that enhancement of the first two is unaffected by the patches. For the deep learning part, SHARP uses both local and global attention mechanisms to capture multi-scale contextual information. We compare SHARP with state-of-the-art methods extensively, including application to data from new samples and another species, and show that SHARP has superior performance in terms of resolution enhancement accuracy, avoiding creation of artificial structures, identifying significant interactions, and enrichment in chromatin states."
"pubmed","42711533","10.1038/s41559-026-03164-5","Flexible use of conserved motifs constrains genome access in cell type evolution.","Chai, Chew; Gibson, Jesse; Li, Pengyang; McDonald, Brennan D; Pampari, Anusri; Patel, Aman; Kundaje, Anshul; Wang, Bo","Nature ecology & evolution","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42711533/","Cell types can be organized into related families, but the regulatory mechanisms that define and maintain these families across deep evolutionary time remain unknown. Here, combining single-nucleus multi-omic sequencing with deep learning to analyse the accessible genomes of two groups of vastly divergent animals including flatworms and vertebrates, we find that hundreds of accessibility-dictating sequence motifs partition into distinct yet conserved sets, or 'vocabularies', each associated with a specific cell type family. However, combinatorial relationships among these motifs preferred by individual cell types are largely species specific. Deep-learning models trained on one species accurately predict family-level chromatin accessibility in distantly related species, albeit frequently rely on different motifs from shared vocabularies to reach convergent predictions. By contrast, models trained on individual cell types within a family lose cross-species predictive power, indicating that the regulatory syntax governing cell type-level identity evolves rapidly. We propose a 'collective maintenance' model in which motif vocabularies defining cell type families are evolutionarily stable, while recombination of these motifs generates cell type-specific regulatory programmes. This suggests that family identity is maintained collectively by large, conserved pools of regulatory factors, analogous to the logic of developmental homology, where character identity persists through network-level conservation despite extensive rewiring."
"pubmed","42711518","10.1038/s41588-026-02743-3","Mechanisms underlying disease-causing variants in promoters and enhancers.","Long, Hannah K; Wu, Kun; Barkham, Ryan S; Bickmore, Wendy A","Nature genetics","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42711518/","The study of human monogenic disorders has been a powerful tool for generating a deep understanding of protein function/dysfunction and for uncovering underlying biological mechanisms. Here we explore the insights that an expanding catalog of noncoding monogenic disease variants can provide into the functions of the noncoding genome. We focus on small genetic alterations (one to a few tens of base pairs) in cis-regulatory elements-promoters, enhancers and silencers-and their potential mechanisms of action, such as loss or gain of function. We discuss the challenges in determining pathogenicity for variants in the noncoding genome, discuss why there might be so few concrete examples and highlight the opportunities for advancing this area of human genetics by using experimental and machine-learning tools."
"pubmed","42711322","10.1038/s41467-026-76520-5","In vitro reconstitution of chromatin replication recapitulates symmetric histone recycling.","Nagae, Fritz; Endo, Shizuko; Murayama, Yasuto; Terakawa, Tsuyoshi","Nature communications","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42711322/","Symmetric histone recycling is vital for maintaining epigenetic inheritance upon eukaryotic DNA replication. Recent genome-wide studies have uncovered key determinants of this process, but how these factors collectively support parental histone transfer remains incompletely understood. Here, we successfully reconstitute histone recycling with 24 purified proteins and analyze the products digested by Micrococcal nuclease with Repli-pore-seq, the newly developed pipeline combining nanopore sequencing and deep-learning-based classification. As a result, we identify histones symmetrically recycled as tetrasomes or hexasomes on nucleosome-favorable sequences. We also observe the discordance of the recycled position between lagging and leading strands on the GC-rich DNA sequences. Moreover, removal of Pol delta, Pol32, Dpb3/4, Ctf4, Csm3/Tof1, or Mrc1 disrupts the balance of histone recycling between the two daughter strands, whereas removal of Ctf4, Csm3/Tof1, or Mrc1 additionally alters the positions at which histones were recycled. Furthermore, addition of the lagging-strand maturation factors Fen1 and Cdc9 enhances histone recycling to the lagging strand. These findings provide critical insights into the molecular players and mechanisms underlying symmetric histone recycling."
"pubmed","42708417","10.1111/jipb.70386","Plant cis-regulatory grammar: Decoding the multidimensional code of transcriptional regulation for programmable crop engineering.","Zhang, Libin; Li, Maoteng","Journal of integrative plant biology","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42708417/","Cis-regulatory elements (CREs) orchestrate the spatiotemporal precision of gene expression that underlies plant development, adaptation, and domestication. Decoding the cis-regulatory grammar of plant genomes remains a central challenge in modern biology, with profound implications for programmable crop engineering. Here, recent conceptual and technological advances are synthesized to reshape our understanding of plant CREs. This review first argues that CRE function is not only an intrinsic property of DNA sequence alone but also emerges from a multidimensional context, including chromatin accessibility, histone modifications, three-dimensional genome topology, and cell type-specific regulatory landscapes. Furthermore, the convergence of single-cell epigenomics, high-throughput functional assays, and CRISPR-based dissection has begun to unravel this contextual grammar, revealing the computational principles governing transcriptional regulation. Critically, we propose that artificial intelligence (AI) platforms are catalyzing an ongoing transition from descriptive discovery to predictive engineering, wherein these platforms outperform natural evolution in designing synthetic CREs. Finally, a roadmap is outlined toward a plant regulatory grammar foundation model, which will enable truly predictive engineering of gene expression when fine-tuned for specific tasks. Collectively, the integration of single-cell resolution maps, precise genome editing, AI-driven design, and regulatory-compliant delivery systems promises to transform our ability to reprogram plant gene regulation for next-generation agriculture, bridging the gap between foundational regulatory biology and tangible crop improvement."
"pubmed","42708413","10.1093/nar/gkag851","Loss of SUMOylation drives aberrant PRC1 clustering and 3D genome rewiring independent of H3K27me3.","Akilli, Nazli; Puel, Paul-Swann; Stefano, Marco Di; Muzzopappa, Fernando; Fritsch, Lauriane; Erdel, Fabian; Jost, Daniel; Cheutin, Thierry; Cavalli, Giacomo","Nucleic acids research","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42708413/","Polycomb repressive complex 1 (PRC1) forms nuclear condensates that organize target chromatin domains. SUMOylation modulates PRC1 clustering, but its impact on condensate properties and 3D genome architecture remains unclear. Here, we show that depletion of small ubiquitin-like modifier (SUMO) in Drosophila wing imaginal discs transforms PRC1 condensates into large structures with reduced molecular dynamics. Biophysical modeling suggests that the changes in PRC1 self-interactions are responsible for the formation of large PRC1 condensates when SUMO is depleted. Interestingly, this biophysical reorganization occurs without global loss of the H3K27me3 mark. Instead, Hi-C reveals widespread rewiring of topologically associating domain (TAD) interactions. PRC1-bound TADs lose specific long-range contacts with each other while gaining ectopic interactions with active chromatin. These topological shifts correlate with gene misregulation independently of changes in Polycomb histone modifications. Our results establish SUMOylation as a critical regulator of PRC1 condensates, demonstrating that post-translational control of biomolecular condensation modulates 3D genome architecture and transcriptional output through mechanisms separable from histone mark deposition."
